code,libelle,nb_total_de_sejours_seances,nb_de_sejourshors_ghm_en_j_ou_t_et_seances,dms_en_nuitee_hors_ghm_en_j_ou_tet_seances,nb_de_sejours_ghm_en_j_ou_t_hors_seances,nb_de_nuiteesen_ghm_j_ou_t,nb_de_seances
C946,"Maladie myélodysplasique et myéloproliférative, non classée ailleurs",108,71,1554,37,0,0
C947,Autres leucémies précisées,52,47,1511,,0,0
"",Total,263,204,,59,,0
C960,Histiocytose à cellules de Langerhans multifocale et multisystémique (disséminée) [Maladie de Letterer-Siwe],99,74,824,25,0,0
C962,Tumeur maligne à mastocytes,60,32,1469,28,0,0
C964,Sarcome à cellules dendritiques (cellules accessoires),15,12,1167,,0,0
C965,Histiocytose à cellules de Langerhans multifocale et unisystémique,52,34,615,18,0,0
C966,Histiocytose à cellules de Langerhans unifocale,104,58,503,46,0,0
C967,"Autres tumeurs malignes précisées des tissus lymphoïde, hématopoïétique et apparentés",35,29,1069,,0,0
C968,Sarcome histiocytaire,24,21,1471,,0,0
"",Total,389,260,,129,,0
D000,"Carcinome in situ de la lèvre, de la cavité buccale et du pharynx",390,208,412,182,0,0
D001,Carcinome in situ de l'oesophage,308,217,295,91,14,0
D002,Carcinome in situ de l'estomac,137,105,270,32,,0
"",Total,835,530,,305,,0
D010,Carcinome in situ du côlon,2450,2272,191,178,36,0
D011,Carcinome in situ de la jonction recto-sigmoïdienne,119,108,182,11,,0
D012,Carcinome in situ du rectum,646,584,222,62,,0
D013,Carcinome in situ de l'anus et du canal anal,263,84,219,179,,0
D014,"Carcinome in situ de parties de l'intestin, autres et non précisées",147,130,309,17,,0
D015,"Carcinome in situ du foie, de la vésicule et des voies biliaires",77,59,619,18,,0
D017,Carcinome in situ d'autres organes digestifs précisés,51,33,1236,18,,0
"",Total,3753,3270,,483,,0
D020,Carcinome in situ du larynx,470,194,288,276,0,0
D022,Carcinome in situ des bronches et du poumon,208,134,678,74,20,0
D023,Carcinome in situ d'autres parties de l'appareil respiratoire,17,,,11,,0
"",Total,697,334,,363,,0
D031,"Mélanome in situ de la paupière, y compris le canthus",48,15,127,33,0,0
D032,Mélanome in situ de l'oreille et du conduit auditif externe,55,,,51,,0
D033,"Mélanome in situ de parties de la face, autres et non précisées",570,98,185,472,0,0
D034,Mélanome in situ du cuir chevelu et du cou,55,,,49,0,0
D035,Mélanome in situ du tronc,92,12,733,80,0,0
D036,"Mélanome in situ du membre supérieur, y compris l'épaule",112,13,215,99,0,0
D037,"Mélanome in situ du membre inférieur, y compris la hanche",115,20,315,95,0,0
D038,Mélanome in situ d'autres sièges,16,,,,0,0
"",Total,1078,183,,895,,0
D040,Carcinome in situ de la peau de la lèvre,22,,,18,0,0
D041,"Carcinome in situ de la peau de la paupière, y compris le canthus",107,20,220,87,0,0
D042,Carcinome in situ de la peau de l'oreille et du conduit auditif externe,171,11,455,160,0,0
D043,"Carcinome in situ de la peau des parties de la face, autres et non précisées",794,56,321,738,0,0
D044,Carcinome in situ de la peau du cuir chevelu et du cou,185,17,271,168,0,0
D045,Carcinome in situ de la peau du tronc,126,27,304,99,0,0
D046,"Carcinome in situ de la peau du membre supérieur, y compris l'épaule",221,21,205,200,0,0
D047,"Carcinome in situ de la peau du membre inférieur, y compris la hanche",202,27,526,175,0,0
D048,Carcinome in situ de la peau d'autres sièges,28,,,24,0,0
D049,"Carcinome in situ de la peau, sans précision",22,,,19,0,0
"",Total,1878,190,,1688,,0
D050,Carcinome in situ lobulaire,292,107,315,185,0,0
D051,Carcinome in situ intracanaliculaire,3683,1544,240,2139,0,0
D057,Autres carcinomes in situ du sein,657,311,249,346,0,0
D059,"Carcinome in situ du sein, sans précision",379,168,232,211,0,0
"",Total,5011,2130,,2881,,0
D060,Carcinome in situ de l'endocol,1196,210,152,986,0,0
D061,Carcinome in situ de l'exocol,416,53,160,363,0,0
D067,Carcinome in situ d'autres parties du col de l'utérus,870,140,161,730,,0
D069,"Carcinome in situ du col de l'utérus, sans précision",2722,406,142,2316,,0
"",Total,5204,809,,4395,,0
D070,Carcinome in situ de l'endomètre,64,53,175,11,0,0
D071,Carcinome in situ de la vulve,325,120,508,205,,0
D072,Carcinome in situ du vagin,72,22,227,50,,0
D073,"Carcinome in situ d'organes génitaux de la femme, autres et non précisés",61,50,202,11,,0
D074,Carcinome in situ de la verge,47,24,333,23,0,0
D075,Carcinome in situ de la prostate,39,,,29,,0
"",Total,614,283,,331,,0
D090,Carcinome in situ de la vessie,1212,1162,349,50,,0
D091,"Carcinome in situ d'organes urinaires, autres et non précisés",45,40,545,,,0
D092,Carcinome in situ de l'oeil,135,32,156,103,0,0
D093,Carcinome in situ de la thyroïde et autres glandes endocrines,19,18,194,,0,0
D097,Carcinome in situ d'autres sièges précisés,11,,,,0,0
"",Total,1422,1254,,168,,0
D100,Tumeur bénigne de la lèvre,122,17,218,105,0,0
D101,Tumeur bénigne de la langue,336,110,184,226,0,0
D102,Tumeur bénigne du plancher de la bouche,50,15,180,35,0,0
D103,"Tumeur bénigne de parties de la bouche, autres et non précisées",482,130,232,352,0,0
D104,Tumeur bénigne d'une amygdale,202,56,171,146,16,0
D105,Tumeur bénigne d'autres parties de l'oropharynx,144,36,239,108,25,0
D106,Tumeur bénigne du rhinopharynx,181,60,415,121,14,0
D107,Tumeur bénigne de l'hypopharynx,58,15,187,43,,0
D109,"Tumeur bénigne du pharynx, sans précision",24,,,15,,0
"",Total,1599,448,,1151,,0
D110,Tumeur bénigne de la glande parotide,3105,2738,228,367,30,0
D117,Tumeur bénigne d'autres glandes salivaires principales,202,166,194,36,,0
D119,"Tumeur bénigne de la glande salivaire principale, sans précision",33,31,174,,0,0
"",Total,3340,2935,,405,,0
D120,Tumeur bénigne du caecum,12592,11872,39,720,109,0
D121,Tumeur bénigne de l'appendice,206,193,153,13,,0
D122,Tumeur bénigne du côlon ascendant,22110,21058,30,1052,113,0
D123,Tumeur bénigne du côlon transverse,12776,12112,29,664,73,0
D124,Tumeur bénigne du côlon descendant,8757,8294,26,463,51,0
D125,Tumeur bénigne du côlon sigmoïde,13581,12746,30,835,75,0
D126,"Tumeur bénigne du côlon, sans précision",10025,9065,46,960,141,0
D126+0,Polypose (colique) familiale adénomateuse,483,368,186,115,27,0
D126+1,Polypose (colique) liée au gène APC,241,195,75,46,,0
D126+2,Polypose (colique) liée au gène MYH,21,16,6,,,0
D126+3,Polypose (colique) festonnée,3007,2848,19,159,,0
D126+4,Polypose (colique) juvénile,74,61,66,13,,0
D126+5,Polypose (colique) au cours du syndrome de Peutz-Jeghers,85,74,153,11,,0
D126+6,Polypose (colique) au cours de la maladie de Cowden,15,11,473,,,0
D126+8,"Tumeurs bénignes du côlon, autres et non précisées",7434,6971,44,463,42,0
D127,Tumeur bénigne de la jonction recto-sigmoïdienne,1021,942,61,79,12,0
D128,Tumeur bénigne du rectum,7533,6747,46,786,74,0
D129,Tumeur bénigne de l'anus et du canal anal,716,386,63,330,,0
"",Total,100677,93959,,6718,,0
D130,Tumeur bénigne de l'oesophage,771,324,104,447,27,0
D131,Tumeur bénigne de l'estomac,1357,649,160,708,61,0
D132,Tumeur bénigne du duodénum,1645,1243,182,402,69,0
D133,"Tumeur bénigne de parties de l'intestin grêle, autres et non précisées",201,166,319,35,,0
D134,Tumeur bénigne du foie,1018,596,420,422,0,0
D135,Tumeur bénigne des voies biliaires extra-hépatiques,332,230,439,102,0,0
D136,Tumeur bénigne du pancréas,1225,273,1116,952,122,0
D137,Tumeur bénigne du pancréas endocrine,135,55,793,80,16,0
D1390,Tumeur bénigne de la rate,41,28,514,13,0,0
"",Total,6725,3564,,3161,,0
D140,"Tumeur bénigne de l'oreille moyenne, des fosses nasales et du sinus de la face",869,413,185,456,42,0
D141,Tumeur bénigne du larynx,910,109,320,801,154,0
D142,Tumeur bénigne de la trachée,32,12,508,20,,0
D143,Tumeur bénigne des bronches et du poumon,1168,754,497,414,118,0
"",Total,2979,1288,,1691,,0
D150,Tumeur bénigne du thymus,340,307,442,33,11,0
D151,Tumeur bénigne du coeur,395,343,1204,52,17,0
D152,Tumeur bénigne du médiastin,264,242,350,22,,0
D157,Tumeur bénigne d'autres organes intrathoraciques précisés,39,34,406,,,0
"",Total,1038,926,,112,,0
D160,Tumeur bénigne de l'omoplate et des os longs du membre supérieur,273,116,215,157,,0
D161,Tumeur bénigne des os courts du membre supérieur,340,45,216,295,,0
D162,Tumeur bénigne des os longs du membre inférieur,1044,490,249,554,42,0
D163,Tumeur bénigne des os courts du membre inférieur,380,90,154,290,,0
D164,Tumeur bénigne des os du crâne et de la face,501,240,299,261,,0
D165,Tumeur bénigne du maxillaire inférieur,393,196,358,197,0,0
D166,Tumeur bénigne du rachis,275,209,416,66,13,0
D167,"Tumeur bénigne des côtes, du sternum et de la clavicule",66,48,294,18,,0
D168,"Tumeur bénigne des os du bassin, du sacrum et du coccyx",169,115,423,54,13,0
"",Total,3441,1549,,1892,,0
D170,"Tumeur lipomateuse bénigne de la peau et du tissu sous-cutané de la tête, de la face et du cou",2156,466,166,1690,0,0
D171,Tumeur lipomateuse bénigne de la peau et du tissu sous-cutané du tronc,4254,548,187,3706,0,0
D172,Tumeur lipomateuse bénigne de la peau et du tissu sous-cutané des membres,4757,658,201,4099,0,0
D173,"Tumeur lipomateuse bénigne de la peau et du tissu sous-cutané, de sièges autres et non précisés",268,44,184,224,0,0
D174,Tumeur lipomateuse bénigne des organes intrathoraciques,51,27,326,24,0,0
D175,Tumeur lipomateuse bénigne des organes intra-abdominaux,410,160,422,250,0,0
D176,Tumeur lipomateuse bénigne du cordon spermatique,33,,,28,0,0
D177,Tumeur lipomateuse bénigne d'autres sièges (interne),397,178,354,219,0,0
D179,"Tumeur lipomateuse bénigne, sans précision",158,24,150,134,0,0
"",Total,12484,2110,,10374,,0
D210,"Tumeur bénigne du tissu conjonctif et des autres tissus mous de la tête, de la face et du cou",244,72,378,172,,0
D211,"Tumeur bénigne du tissu conjonctif et des autres tissus mous du membre supérieur, y compris l'épaule",1301,110,253,1191,,0
D212,"Tumeur bénigne du tissu conjonctif et des autres tissus mous du membre inférieur, y compris la hanche",1074,251,249,823,,0
D2130,Tumeur bénigne des vaisseaux (sanguins) (lymphatiques) du thorax,11,,,,,0
D2138,Autres tumeurs bénignes du tissu conjonctif et autres tissus mous du thorax,148,55,265,93,,0
D2140,Tumeur bénigne des vaisseaux (sanguins) (lymphatiques) de l'abdomen,21,12,1342,,0,0
D2148,Autres tumeurs bénignes du tissu conjonctif et autres tissus mous de l'abdomen,89,26,377,63,,0
D2158,Autres tumeurs bénignes du tissu conjonctif et autres tissus mous du bassin,94,44,436,50,0,0
D216,"Tumeur bénigne du tissu conjonctif et des autres tissus mous du tronc, sans précision",101,22,400,79,,0
D219,"Tumeur bénigne du tissu conjonctif et des autres tissus mous, sans précision",61,20,255,41,,0
"",Total,3153,616,,2537,,0
D220,Naevus à mélanocytes de la lèvre,31,0,,31,0,0
D221,"Naevus à mélanocytes de la paupière, y compris le canthus",138,,,135,0,0
D222,Naevus à mélanocytes de l'oreille et du conduit auditif externe,60,,,57,,0
D223,"Naevus à mélanocytes des parties de la face, autres et non précisées",561,19,189,542,0,0
D224,Naevus à mélanocytes du cuir chevelu et du cou,236,,,226,0,0
D225,Naevus à mélanocytes du tronc,615,25,524,590,0,0
D226,"Naevus à mélanocytes du membre supérieur, y compris l'épaule",199,,,189,0,0
D227,"Naevus à mélanocytes du membre inférieur, y compris la hanche",298,19,168,279,0,0
D229,"Naevus à mélanocytes, sans précision",89,,,86,0,0
"",Total,2227,92,,2135,,0
D230,Tumeur bénigne de la peau de la lèvre,49,,,48,0,0
D231,"Tumeur bénigne de la peau de la paupière, y compris le canthus",1038,32,141,1006,0,0
D232,Tumeur bénigne de la peau de l'oreille et du conduit auditif externe,281,16,144,265,,0
D233,"Tumeur bénigne de la peau des parties de la face, autres et non précisées",914,62,168,852,0,0
D234,Tumeur bénigne de la peau du cuir chevelu et du cou,511,61,205,450,0,0
D235,Tumeur bénigne de la peau du tronc,456,39,297,417,0,0
D236,"Tumeur bénigne de la peau du membre supérieur, y compris l'épaule",638,32,156,606,0,0
D237,"Tumeur bénigne de la peau du membre inférieur, y compris la hanche",530,47,245,483,0,0
D239,"Tumeur bénigne de la peau, sans précision",201,,,193,0,0
"",Total,4618,298,,4320,,0
D250,Léiomyome sous-muqueux de l'utérus,6148,5829,82,319,,0
D251,Léiomyome intramural de l'utérus,3765,3662,207,103,0,0
D252,Léiomyome sous-séreux de l'utérus,1388,1363,232,25,0,0
D259,"Léiomyome de l'utérus, sans précision",13858,13399,177,459,,0
"",Total,25159,24253,,906,,0
D260,Tumeur bénigne du col de l'utérus,169,86,223,83,,0
D261,Tumeur bénigne du corps de l'utérus,914,866,193,48,,0
D267,Tumeur bénigne d'autres parties de l'utérus,67,62,131,,0,0
D269,"Tumeur bénigne de l'utérus, sans précision",108,102,159,,0,0
"",Total,1258,1116,,142,,0
D280,Tumeur bénigne de la vulve,320,41,217,279,0,0
D281,Tumeur bénigne du vagin,110,23,130,87,0,0
D282,Tumeur bénigne de la trompe et des ligaments de l'utérus,101,53,189,48,,0
D287,Tumeur bénigne d'autres organes génitaux de la femme précisés,14,12,225,,0,0
"",Total,547,131,,416,,0
D290,Tumeur bénigne de la verge,77,14,279,63,0,0
D291,Tumeur bénigne de la prostate,4788,4314,358,474,44,0
D292,Tumeur bénigne du testicule,179,60,272,119,0,0
D293,Tumeur bénigne de l'épididyme,417,63,224,354,0,0
D294,Tumeur bénigne du scrotum,46,,,41,0,0
D297,Tumeur bénigne d'autres organes génitaux de l'homme,15,,,,0,0
"",Total,5524,4462,,1062,,0
D300,Tumeur bénigne du rein,1234,687,365,547,184,0
D301,Tumeur bénigne du bassinet rénal,12,12,375,0,0,0
D302,Tumeur bénigne de l'uretère,40,32,228,,0,0
D303,Tumeur bénigne de la vessie,1328,1224,271,104,,0
D304,Tumeur bénigne de l'urètre,53,34,188,19,,0
"",Total,2669,1989,,680,,0
D310,Tumeur bénigne de la conjonctive,390,24,163,366,0,0
D311,Tumeur bénigne de la cornée,35,,,28,0,0
D312,Tumeur bénigne de la rétine,15,,,13,0,0
D313,Tumeur bénigne de la choroïde,140,,,136,0,0
D314,Tumeur bénigne du corps ciliaire,24,0,,24,0,0
D315,Tumeur bénigne de la glande lacrymale et du canal lacrymal,42,22,191,20,0,0
D316,"Tumeur bénigne de l'orbite, sans précision",199,105,306,94,0,0
D319,"Tumeur bénigne de l'oeil, sans précision",17,,,14,0,0
"",Total,862,167,,695,,0
D320,Tumeur bénigne des méninges cérébrales,4090,3819,921,271,150,0
D321,Tumeur bénigne des méninges rachidiennes,446,432,968,14,,0
D329,"Tumeur bénigne des méninges, sans précision",369,246,883,123,66,0
"",Total,4905,4497,,408,,0
D330,"Tumeur bénigne de l'encéphale, supratentoriel",474,437,789,37,18,0
D331,"Tumeur bénigne de l'encéphale, infratentoriel",306,285,994,21,,0
D332,"Tumeur bénigne de l'encéphale, sans précision",174,154,739,20,11,0
D333,Tumeur bénigne des nerfs crâniens,591,525,993,66,13,0
D334,Tumeur bénigne de la moelle épinière,246,228,886,18,,0
D337,Tumeur bénigne d'autres parties précisées du système nerveux central,63,56,727,,,0
D339,"Tumeur bénigne du système nerveux (central), sans précision",23,16,694,,0,0
"",Total,1877,1701,,176,,0
D350,Tumeur bénigne de la surrénale,2434,2004,398,430,92,0
D351,Tumeur bénigne d'une parathyroïde,3709,3642,168,67,12,0
D352,Tumeur bénigne de l'hypophyse,3408,2672,644,736,153,0
D355,Tumeur bénigne du corpuscule carotidien,13,12,808,,0,0
D356,Tumeur bénigne du glomus aortique et autres paraganglions,40,35,451,,,0
"",Total,9631,8386,,1245,,0
D360,Tumeur bénigne des ganglions lymphatiques,340,164,540,176,0,0
D361,Tumeur bénigne des nerfs périphériques et du système nerveux autonome,1518,713,557,805,58,0
D367,Tumeur bénigne d'autres sièges précisés,294,91,278,203,0,0
"",Total,2152,968,,1184,,0
D370,"Tumeur à évolution imprévisible ou inconnue de la lèvre, de la cavité buccale et du pharynx",605,365,486,240,0,0
D371,Tumeur à évolution imprévisible ou inconnue de l'estomac,762,461,677,301,56,0
D372,Tumeur à évolution imprévisible ou inconnue de l'intestin grêle,437,343,655,94,19,0
D373,Tumeur à évolution imprévisible ou inconnue de l'appendice,68,63,459,,,0
D374,Tumeur à évolution imprévisible ou inconnue du côlon,8113,7308,139,805,142,0
D375,Tumeur à évolution imprévisible ou inconnue du rectum,1050,823,267,227,54,0
D376,"Tumeur à évolution imprévisible ou inconnue du foie, de la vésicule et des voies biliaires",1705,1075,934,630,234,0
D377,Tumeur à évolution imprévisible ou inconnue d'autres organes digestifs,4102,2063,769,2039,0,0
"",Total,16842,12501,,4341,,0
D380,Tumeur à évolution imprévisible ou inconnue du larynx,238,109,360,129,0,0
D381,"Tumeur à évolution imprévisible ou inconnue de la trachée, des bronches et du poumon",3779,2333,890,1446,511,0
D382,Tumeur à évolution imprévisible ou inconnue de la plèvre,133,103,772,30,14,0
D383,Tumeur à évolution imprévisible ou inconnue du médiastin,412,253,843,159,42,0
D384,Tumeur à évolution imprévisible ou inconnue du thymus,65,49,714,16,,0
D385,Tumeur à évolution imprévisible ou inconnue d'autres organes respiratoires,154,86,369,68,0,0
"",Total,4781,2933,,1848,,0
D390,Tumeur à évolution imprévisible ou inconnue de l'utérus,413,305,703,108,14,0
D391,Tumeur à évolution imprévisible ou inconnue de l'ovaire,1714,1490,365,224,86,0
D392,Tumeur à évolution imprévisible ou inconnue du placenta,22,15,420,,,0
D397,Tumeur à évolution imprévisible ou inconnue d'autres organes génitaux de la femme,135,85,664,50,,0
D399,"Tumeur à évolution imprévisible ou inconnue d'un organe génital de la femme, sans précision",25,17,265,,0,0
"",Total,2309,1912,,397,,0
D400,Tumeur à évolution imprévisible ou inconnue de la prostate,568,110,785,458,20,0
D401,Tumeur à évolution imprévisible ou inconnue du testicule,110,93,194,17,,0
D407,Tumeur à évolution imprévisible ou inconnue d'autres organes génitaux de l'homme,36,16,394,20,,0
"",Total,714,219,,495,,0
D410,Tumeur à évolution imprévisible ou inconnue du rein,875,536,729,339,136,0
D411,Tumeur à évolution imprévisible ou inconnue du bassinet,26,21,343,,,0
D412,Tumeur à évolution imprévisible ou inconnue de l'uretère,128,90,598,38,,0
D414,Tumeur à évolution imprévisible ou inconnue de la vessie,1754,1544,412,210,55,0
D417,Tumeur à évolution imprévisible ou inconnue d'autres organes urinaires,51,36,808,15,,0
"",Total,2847,2236,,611,,0
D420,Tumeur à évolution imprévisible ou inconnue des méninges cérébrales,660,532,825,128,86,0
